team,season,season_type,safety,interception,fumble,fumble_lost,fumble_forced,fumble_not_forced,fumble_out_of_bounds,solo_tackle,assist_tackle,tackle_with_assist,sack,qb_hit,def_touchdown,defensive_two_point_attempt,defensive_two_point_conv,defensive_extra_point_attempt,defensive_extra_point_conv,defense_snaps,rush_snaps,pass_snaps,win,loss,tie,win_pct,rush_pct,pass_pct
ARI,2012,REG,0.0,22.0,19.0,11.0,14.0,6.0,2.0,731.0,120.0,42.0,38.0,84.0,4,0.0,0.0,0.0,0.0,1043,488,535,5.0,11.0,0.0,0.312,0.47,0.51
ATL,2012,POST,0.0,1.0,2.0,2.0,2.0,0.0,0.0,74.0,21.0,0.0,3.0,5.0,0,0.0,0.0,0.0,0.0,117,57,60,14.0,4.0,0.0,0.778,0.49,0.51
ATL,2012,REG,0.0,20.0,16.0,11.0,15.0,1.0,2.0,702.0,112.0,25.0,29.0,69.0,2,0.0,0.0,0.0,0.0,992,407,581,14.0,4.0,0.0,0.778,0.41,0.59
BAL,2012,POST,0.0,6.0,6.0,4.0,5.0,1.0,0.0,190.0,55.0,18.0,9.0,25.0,1,0.0,0.0,0.0,0.0,317,127,187,14.0,6.0,0.0,0.7,0.4,0.59
BAL,2012,REG,0.0,13.0,22.0,10.0,8.0,14.0,3.0,678.0,219.0,143.0,37.0,83.0,2,0.0,0.0,0.0,0.0,1088,486,593,14.0,6.0,0.0,0.7,0.45,0.55
BUF,2012,REG,1.0,12.0,24.0,9.0,20.0,4.0,3.0,612.0,207.0,121.0,36.0,63.0,1,0.0,0.0,0.0,0.0,1044,461,569,6.0,10.0,0.0,0.375,0.44,0.55
CAR,2012,REG,1.0,11.0,22.0,15.0,19.0,3.0,0.0,658.0,188.0,23.0,39.0,63.0,3,0.0,0.0,0.0,0.0,1014,407,597,7.0,9.0,0.0,0.438,0.4,0.59
CHI,2012,REG,0.0,24.0,33.0,19.0,26.0,7.0,5.0,709.0,120.0,17.0,41.0,57.0,9,0.0,0.0,0.0,0.0,1023,378,633,10.0,6.0,0.0,0.625,0.37,0.62
CIN,2012,POST,0.0,1.0,1.0,0.0,0.0,1.0,0.0,60.0,9.0,1.0,0.0,2.0,1,0.0,0.0,0.0,0.0,77,37,36,10.0,7.0,0.0,0.588,0.48,0.47
CIN,2012,REG,0.0,14.0,25.0,15.0,17.0,8.0,0.0,655.0,226.0,50.0,51.0,89.0,3,0.0,0.0,0.0,0.0,1035,413,609,10.0,7.0,0.0,0.588,0.4,0.59
CLE,2012,REG,0.0,17.0,23.0,14.0,17.0,6.0,2.0,710.0,186.0,58.0,38.0,66.0,2,0.0,0.0,0.0,0.0,1096,442,633,5.0,11.0,0.0,0.312,0.4,0.58
DAL,2012,REG,0.0,7.0,16.0,8.0,14.0,3.0,1.0,625.0,197.0,51.0,34.0,73.0,3,0.0,0.0,0.0,0.0,987,434,544,8.0,8.0,0.0,0.5,0.44,0.55
DEN,2012,POST,0.0,0.0,1.0,1.0,0.0,1.0,0.0,52.0,7.0,0.0,1.0,2.0,0,0.0,0.0,0.0,0.0,74,39,35,13.0,4.0,0.0,0.765,0.53,0.47
DEN,2012,REG,2.0,16.0,25.0,8.0,20.0,5.0,0.0,665.0,146.0,31.0,52.0,93.0,6,0.0,0.0,0.0,0.0,1018,394,611,13.0,4.0,0.0,0.765,0.39,0.6
DET,2012,REG,1.0,11.0,25.0,8.0,12.0,13.0,1.0,684.0,141.0,44.0,34.0,96.0,0,0.0,0.0,0.0,0.0,1001,408,577,4.0,12.0,0.0,0.25,0.41,0.58
GB,2012,POST,0.0,2.0,3.0,2.0,1.0,2.0,0.0,78.0,28.0,22.0,4.0,8.0,1,0.0,0.0,0.0,0.0,137,70,64,12.0,6.0,0.0,0.667,0.51,0.47
GB,2012,REG,0.0,18.0,17.0,5.0,8.0,9.0,3.0,635.0,196.0,88.0,47.0,83.0,2,0.0,0.0,0.0,0.0,1036,414,615,12.0,6.0,0.0,0.667,0.4,0.59
HOU,2012,POST,0.0,1.0,1.0,0.0,0.0,1.0,1.0,65.0,24.0,2.0,3.0,9.0,0,0.0,0.0,0.0,0.0,113,38,73,13.0,5.0,0.0,0.722,0.34,0.65
HOU,2012,REG,1.0,15.0,23.0,14.0,18.0,5.0,1.0,667.0,132.0,41.0,44.0,106.0,3,0.0,0.0,0.0,0.0,1015,382,623,13.0,5.0,0.0,0.722,0.38,0.61
IND,2012,POST,0.0,0.0,2.0,2.0,2.0,0.0,0.0,29.0,12.0,12.0,1.0,2.0,0,0.0,0.0,0.0,0.0,56,29,24,11.0,6.0,0.0,0.647,0.52,0.43
IND,2012,REG,0.0,12.0,11.0,4.0,7.0,4.0,1.0,664.0,136.0,4.0,32.0,68.0,4,0.0,0.0,0.0,0.0,997,420,567,11.0,6.0,0.0,0.647,0.42,0.57
JAX,2012,REG,0.0,12.0,17.0,10.0,13.0,4.0,2.0,794.0,121.0,32.0,20.0,61.0,0,0.0,0.0,0.0,0.0,1101,527,553,2.0,14.0,0.0,0.125,0.48,0.5
KC,2012,REG,1.0,7.0,20.0,7.0,13.0,7.0,3.0,708.0,91.0,34.0,27.0,51.0,1,0.0,0.0,0.0,0.0,973,466,490,2.0,14.0,0.0,0.125,0.48,0.5
LA,2012,REG,1.0,17.0,19.0,3.0,13.0,6.0,6.0,770.0,107.0,29.0,52.0,84.0,5,0.0,0.0,0.0,0.0,1042,431,598,8.0,8.0,0.0,0.5,0.41,0.57
LAC,2012,REG,1.0,14.0,29.0,13.0,18.0,11.0,2.0,612.0,208.0,156.0,38.0,67.0,7,0.0,0.0,0.0,0.0,1015,401,604,7.0,9.0,0.0,0.438,0.4,0.6
LV,2012,REG,0.0,11.0,15.0,8.0,8.0,7.0,0.0,646.0,162.0,70.0,25.0,83.0,0,0.0,0.0,0.0,0.0,995,425,549,4.0,12.0,0.0,0.25,0.43,0.55
MIA,2012,REG,0.0,10.0,19.0,8.0,13.0,6.0,0.0,702.0,136.0,43.0,42.0,89.0,0,0.0,0.0,0.0,0.0,1075,419,644,7.0,9.0,0.0,0.438,0.39,0.6
MIN,2012,POST,0.0,0.0,1.0,1.0,0.0,1.0,0.0,43.0,16.0,10.0,3.0,5.0,0,0.0,0.0,0.0,0.0,67,31,36,10.0,7.0,0.0,0.588,0.46,0.54
MIN,2012,REG,0.0,10.0,19.0,12.0,14.0,6.0,3.0,710.0,156.0,35.0,44.0,87.0,3,0.0,0.0,0.0,0.0,1087,419,655,10.0,7.0,0.0,0.588,0.39,0.6
NE,2012,POST,0.0,1.0,3.0,0.0,2.0,1.0,2.0,90.0,25.0,0.0,3.0,8.0,0,0.0,0.0,0.0,0.0,147,56,91,13.0,5.0,0.0,0.722,0.38,0.62
NE,2012,REG,1.0,20.0,41.0,21.0,30.0,11.0,4.0,675.0,173.0,20.0,37.0,70.0,5,0.0,0.0,0.0,0.0,1046,410,627,13.0,5.0,0.0,0.722,0.39,0.6
NO,2012,REG,0.0,15.0,16.0,10.0,10.0,6.0,2.0,684.0,176.0,24.0,30.0,80.0,4,0.0,0.0,0.0,0.0,1089,444,628,7.0,9.0,0.0,0.438,0.41,0.58
NYG,2012,REG,0.0,21.0,22.0,11.0,14.0,8.0,2.0,621.0,248.0,189.0,33.0,63.0,2,0.0,0.0,0.0,0.0,1016,430,565,9.0,7.0,0.0,0.562,0.42,0.56
NYJ,2012,REG,1.0,11.0,18.0,14.0,14.0,4.0,0.0,652.0,147.0,24.0,30.0,64.0,3,0.0,0.0,0.0,0.0,1020,478,523,6.0,10.0,0.0,0.375,0.47,0.51
PHI,2012,REG,0.0,8.0,21.0,7.0,12.0,9.0,1.0,677.0,120.0,52.0,30.0,60.0,0,0.0,0.0,0.0,0.0,994,463,514,4.0,12.0,0.0,0.25,0.47,0.52
PIT,2012,REG,0.0,10.0,22.0,10.0,16.0,6.0,2.0,567.0,200.0,111.0,37.0,74.0,1,0.0,0.0,0.0,0.0,953,380,560,8.0,8.0,0.0,0.5,0.4,0.59
SEA,2012,POST,0.0,3.0,2.0,1.0,0.0,2.0,0.0,64.0,28.0,4.0,2.0,5.0,0,0.0,0.0,0.0,0.0,115,49,66,12.0,6.0,0.0,0.667,0.43,0.57
SEA,2012,REG,0.0,18.0,21.0,10.0,17.0,4.0,0.0,602.0,181.0,49.0,36.0,77.0,2,0.0,0.0,0.0,0.0,969,361,598,12.0,6.0,0.0,0.667,0.37,0.62
SF,2012,POST,1.0,2.0,4.0,2.0,3.0,1.0,0.0,134.0,24.0,16.0,4.0,14.0,0,0.0,0.0,0.0,0.0,192,74,118,13.0,6.0,0.0,0.684,0.39,0.61
SF,2012,REG,1.0,14.0,21.0,11.0,15.0,6.0,0.0,666.0,152.0,70.0,38.0,66.0,3,0.0,0.0,0.0,0.0,1014,393,602,13.0,6.0,0.0,0.684,0.39,0.59
TB,2012,REG,0.0,18.0,15.0,7.0,10.0,5.0,1.0,675.0,142.0,84.0,27.0,62.0,3,0.0,0.0,0.0,0.0,1034,368,651,7.0,9.0,0.0,0.438,0.36,0.63
TEN,2012,REG,1.0,19.0,16.0,5.0,14.0,3.0,2.0,697.0,196.0,66.0,39.0,83.0,5,0.0,0.0,0.0,0.0,1088,464,604,6.0,10.0,0.0,0.375,0.43,0.56
WAS,2012,POST,0.0,0.0,2.0,1.0,1.0,1.0,0.0,31.0,27.0,5.0,5.0,6.0,0,0.0,0.0,0.0,0.0,69,36,32,10.0,7.0,0.0,0.588,0.52,0.46
WAS,2012,REG,0.0,21.0,21.0,10.0,14.0,7.0,2.0,578.0,245.0,114.0,32.0,73.0,4,0.0,0.0,0.0,0.0,1038,358,670,10.0,7.0,0.0,0.588,0.34,0.65
ARI,2013,REG,2.0,20.0,22.0,10.0,12.0,10.0,1.0,750.0,73.0,27.0,47.0,112.0,5,0.0,0.0,0.0,0.0,1044,362,669,10.0,6.0,0.0,0.625,0.35,0.64
ATL,2013,REG,0.0,10.0,19.0,12.0,15.0,4.0,0.0,636.0,187.0,51.0,32.0,55.0,3,0.0,0.0,0.0,0.0,1005,445,548,4.0,12.0,0.0,0.25,0.44,0.55
BAL,2013,REG,0.0,16.0,19.0,6.0,14.0,5.0,2.0,624.0,206.0,43.0,40.0,81.0,1,0.0,0.0,0.0,0.0,1035,426,593,8.0,8.0,0.0,0.5,0.41,0.57
BUF,2013,REG,0.0,23.0,26.0,8.0,14.0,12.0,2.0,589.0,287.0,190.0,57.0,93.0,3,0.0,0.0,0.0,0.0,1090,456,619,6.0,10.0,0.0,0.375,0.42,0.57
CAR,2013,POST,0.0,0.0,1.0,0.0,0.0,1.0,0.0,30.0,19.0,0.0,1.0,6.0,0,0.0,0.0,0.0,0.0,65,34,31,12.0,5.0,0.0,0.706,0.52,0.48
CAR,2013,REG,0.0,20.0,18.0,12.0,11.0,7.0,0.0,632.0,164.0,35.0,60.0,100.0,4,0.0,0.0,0.0,0.0,977,340,624,12.0,5.0,0.0,0.706,0.35,0.64
CHI,2013,REG,0.0,19.0,25.0,9.0,20.0,5.0,2.0,711.0,126.0,27.0,31.0,46.0,6,0.0,0.0,0.0,0.0,1023,472,540,8.0,8.0,0.0,0.5,0.46,0.53
CIN,2013,POST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,7.0,0.0,1.0,3.0,0,0.0,0.0,0.0,0.0,57,40,17,11.0,6.0,0.0,0.647,0.7,0.3
CIN,2013,REG,0.0,20.0,16.0,11.0,14.0,2.0,0.0,661.0,197.0,52.0,43.0,99.0,6,0.0,0.0,0.0,0.0,1043,380,654,11.0,6.0,0.0,0.647,0.36,0.63
CLE,2013,REG,0.0,14.0,12.0,8.0,7.0,5.0,0.0,660.0,200.0,23.0,40.0,80.0,4,0.0,0.0,0.0,0.0,1110,441,645,4.0,12.0,0.0,0.25,0.4,0.58
DAL,2013,REG,0.0,15.0,16.0,12.0,13.0,3.0,0.0,717.0,161.0,67.0,34.0,64.0,5,0.0,0.0,0.0,0.0,1097,425,656,8.0,8.0,0.0,0.5,0.39,0.6
DEN,2013,POST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,27.0,23.0,6.0,8.0,0,0.0,0.0,0.0,0.0,161,63,97,15.0,4.0,0.0,0.789,0.39,0.6
DEN,2013,REG,0.0,17.0,31.0,14.0,16.0,15.0,1.0,687.0,149.0,53.0,41.0,88.0,2,0.0,0.0,0.0,0.0,1077,416,655,15.0,4.0,0.0,0.789,0.39,0.61
DET,2013,REG,2.0,15.0,19.0,7.0,10.0,9.0,1.0,632.0,128.0,27.0,33.0,86.0,2,0.0,0.0,0.0,0.0,991,362,610,7.0,9.0,0.0,0.438,0.37,0.62
GB,2013,POST,0.0,1.0,1.0,0.0,1.0,0.0,1.0,42.0,9.0,4.0,3.0,2.0,0,0.0,0.0,0.0,0.0,63,30,33,8.0,9.0,0.0,0.471,0.48,0.52
GB,2013,REG,0.0,11.0,18.0,12.0,16.0,2.0,0.0,653.0,192.0,89.0,44.0,62.0,2,0.0,0.0,0.0,0.0,1017,423,584,8.0,9.0,0.0,0.471,0.42,0.57
HOU,2013,REG,1.0,7.0,12.0,4.0,9.0,3.0,1.0,653.0,143.0,69.0,32.0,100.0,1,0.0,0.0,0.0,0.0,972,438,518,2.0,14.0,0.0,0.125,0.45,0.53
IND,2013,POST,1.0,0.0,3.0,1.0,2.0,1.0,0.0,83.0,36.0,0.0,4.0,9.0,0,0.0,0.0,0.0,0.0,153,77,75,12.0,6.0,0.0,0.667,0.5,0.49
IND,2013,REG,2.0,15.0,25.0,11.0,18.0,7.0,3.0,680.0,166.0,31.0,42.0,77.0,1,0.0,0.0,0.0,0.0,1027,441,576,12.0,6.0,0.0,0.667,0.43,0.56
JAX,2013,REG,3.0,11.0,24.0,10.0,15.0,9.0,5.0,749.0,110.0,12.0,31.0,76.0,2,0.0,0.0,0.0,0.0,1089,488,580,4.0,12.0,0.0,0.25,0.45,0.53
KC,2013,POST,0.0,3.0,2.0,1.0,2.0,0.0,0.0,35.0,7.0,0.0,1.0,4.0,0,0.0,0.0,0.0,0.0,65,16,46,11.0,6.0,0.0,0.647,0.25,0.71
KC,2013,REG,0.0,21.0,20.0,12.0,13.0,7.0,1.0,783.0,86.0,33.0,47.0,73.0,6,0.0,0.0,0.0,0.0,1068,421,638,11.0,6.0,0.0,0.647,0.39,0.6
LA,2013,REG,1.0,14.0,27.0,14.0,23.0,4.0,3.0,759.0,107.0,32.0,53.0,93.0,5,0.0,0.0,0.0,0.0,1016,430,575,7.0,9.0,0.0,0.438,0.42,0.57
LAC,2013,POST,0.0,3.0,4.0,3.0,2.0,2.0,0.0,98.0,19.0,2.0,3.0,7.0,0,0.0,0.0,0.0,0.0,149,58,88,10.0,8.0,0.0,0.556,0.39,0.59
LAC,2013,REG,0.0,11.0,15.0,8.0,10.0,5.0,1.0,647.0,169.0,133.0,35.0,61.0,1,0.0,0.0,0.0,0.0,959,372,582,10.0,8.0,0.0,0.556,0.39,0.61
LV,2013,REG,0.0,9.0,27.0,11.0,22.0,5.0,4.0,689.0,156.0,83.0,38.0,75.0,3,0.0,0.0,0.0,0.0,1031,431,585,4.0,12.0,0.0,0.25,0.42,0.57
MIA,2013,REG,1.0,18.0,12.0,5.0,8.0,4.0,0.0,738.0,151.0,57.0,42.0,91.0,2,0.0,0.0,0.0,0.0,1106,465,619,8.0,8.0,0.0,0.5,0.42,0.56
MIN,2013,REG,0.0,12.0,17.0,7.0,11.0,6.0,0.0,701.0,195.0,48.0,41.0,85.0,1,0.0,0.0,0.0,0.0,1136,430,686,6.0,10.0,0.0,0.375,0.38,0.6
NE,2013,POST,0.0,4.0,0.0,0.0,0.0,0.0,0.0,83.0,21.0,0.0,3.0,10.0,0,0.0,0.0,0.0,0.0,136,48,87,13.0,5.0,0.0,0.722,0.35,0.64
NE,2013,REG,0.0,17.0,23.0,10.0,12.0,12.0,2.0,634.0,223.0,25.0,48.0,91.0,3,0.0,0.0,0.0,0.0,1119,475,636,13.0,5.0,0.0,0.722,0.42,0.57
NO,2013,POST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,21.0,7.0,5.0,4.0,0,0.0,0.0,0.0,0.0,113,57,56,12.0,6.0,0.0,0.667,0.5,0.5
NO,2013,REG,0.0,12.0,14.0,10.0,10.0,4.0,2.0,611.0,156.0,16.0,49.0,92.0,0,0.0,0.0,0.0,0.0,944,382,554,12.0,6.0,0.0,0.667,0.4,0.59
NYG,2013,REG,0.0,17.0,25.0,12.0,15.0,10.0,4.0,635.0,230.0,178.0,34.0,86.0,2,0.0,0.0,0.0,0.0,1091,440,635,7.0,9.0,0.0,0.438,0.4,0.58
NYJ,2013,REG,1.0,13.0,16.0,2.0,10.0,6.0,2.0,619.0,201.0,41.0,41.0,79.0,1,0.0,0.0,0.0,0.0,1048,410,625,8.0,8.0,0.0,0.5,0.39,0.6
PHI,2013,POST,0.0,2.0,0.0,0.0,0.0,0.0,0.0,59.0,3.0,0.0,2.0,3.0,0,0.0,0.0,0.0,0.0,68,36,32,10.0,7.0,0.0,0.588,0.53,0.47
PHI,2013,REG,2.0,19.0,27.0,13.0,13.0,14.0,0.0,773.0,131.0,47.0,37.0,69.0,2,0.0,0.0,0.0,0.0,1157,433,710,10.0,7.0,0.0,0.588,0.37,0.61
PIT,2013,REG,1.0,10.0,20.0,10.0,15.0,5.0,1.0,625.0,198.0,98.0,34.0,72.0,3,0.0,0.0,0.0,0.0,1038,421,604,8.0,8.0,0.0,0.5,0.41,0.58
SEA,2013,POST,1.0,4.0,8.0,4.0,7.0,1.0,0.0,79.0,73.0,47.0,4.0,8.0,1,0.0,0.0,0.0,0.0,190,68,120,16.0,3.0,0.0,0.842,0.36,0.63
SEA,2013,REG,2.0,28.0,25.0,9.0,15.0,10.0,5.0,614.0,210.0,56.0,44.0,95.0,4,0.0,0.0,0.0,0.0,995,411,572,16.0,3.0,0.0,0.842,0.41,0.57
SF,2013,POST,0.0,2.0,6.0,1.0,4.0,2.0,0.0,109.0,43.0,16.0,13.0,23.0,0,0.0,0.0,0.0,0.0,173,81,89,14.0,5.0,0.0,0.737,0.47,0.51
SF,2013,REG,1.0,18.0,19.0,8.0,12.0,7.0,2.0,683.0,139.0,94.0,38.0,79.0,4,0.0,0.0,0.0,0.0,1022,389,622,14.0,5.0,0.0,0.737,0.38,0.61
TB,2013,REG,1.0,21.0,16.0,9.0,14.0,2.0,4.0,642.0,178.0,93.0,35.0,80.0,3,0.0,0.0,0.0,0.0,1022,420,582,4.0,12.0,0.0,0.25,0.41,0.57
TEN,2013,REG,0.0,13.0,26.0,14.0,13.0,14.0,1.0,721.0,119.0,21.0,36.0,74.0,5,0.0,0.0,0.0,0.0,1028,431,578,7.0,9.0,0.0,0.438,0.42,0.56
WAS,2013,REG,0.0,16.0,19.0,11.0,12.0,7.0,2.0,595.0,231.0,101.0,36.0,69.0,5,0.0,0.0,0.0,0.0,993,419,550,3.0,13.0,0.0,0.188,0.42,0.55
ARI,2014,POST,1.0,1.0,2.0,1.0,1.0,1.0,0.0,44.0,15.0,0.0,1.0,3.0,0,0.0,0.0,0.0,0.0,74,41,33,11.0,6.0,0.0,0.647,0.55,0.45
ARI,2014,REG,0.0,18.0,14.0,7.0,8.0,6.0,1.0,710.0,105.0,50.0,35.0,83.0,4,0.0,0.0,0.0,0.0,1010,384,613,11.0,6.0,0.0,0.647,0.38,0.61
ATL,2014,REG,0.0,16.0,17.0,9.0,11.0,6.0,1.0,637.0,186.0,41.0,22.0,62.0,2,0.0,0.0,0.0,0.0,1042,441,583,6.0,10.0,0.0,0.375,0.42,0.56
BAL,2014,POST,0.0,3.0,4.0,1.0,4.0,0.0,0.0,86.0,21.0,4.0,7.0,14.0,0,0.0,0.0,0.0,0.0,139,28,107,11.0,7.0,0.0,0.611,0.2,0.77
BAL,2014,REG,1.0,11.0,21.0,12.0,14.0,7.0,1.0,642.0,196.0,23.0,49.0,112.0,1,0.0,0.0,0.0,0.0,1036,383,645,11.0,7.0,0.0,0.611,0.37,0.62
BUF,2014,REG,1.0,19.0,23.0,11.0,16.0,7.0,1.0,618.0,225.0,147.0,54.0,94.0,1,0.0,0.0,0.0,0.0,1028,404,612,9.0,7.0,0.0,0.562,0.39,0.6
CAR,2014,POST,0.0,2.0,6.0,2.0,2.0,4.0,0.0,52.0,23.0,0.0,6.0,7.0,0,0.0,0.0,0.0,0.0,99,40,56,9.0,9.0,0.0,0.5,0.4,0.57
CAR,2014,REG,0.0,14.0,32.0,14.0,24.0,9.0,4.0,631.0,166.0,16.0,40.0,77.0,3,0.0,0.0,0.0,0.0,999,384,597,9.0,9.0,0.0,0.5,0.38,0.6
CHI,2014,REG,0.0,14.0,18.0,8.0,16.0,2.0,5.0,647.0,164.0,31.0,39.0,78.0,1,0.0,0.0,0.0,0.0,1008,403,587,5.0,11.0,0.0,0.312,0.4,0.58
CIN,2014,POST,0.0,0.0,2.0,1.0,2.0,0.0,0.0,43.0,14.0,0.0,1.0,7.0,0,0.0,0.0,0.0,0.0,70,24,45,10.0,7.0,0.0,0.588,0.34,0.64
CIN,2014,REG,3.0,20.0,13.0,5.0,5.0,8.0,1.0,661.0,214.0,15.0,20.0,72.0,1,0.0,0.0,0.0,0.0,1070,434,626,10.0,7.0,0.0,0.588,0.41,0.59
CLE,2014,REG,1.0,21.0,23.0,9.0,15.0,8.0,3.0,645.0,228.0,30.0,31.0,70.0,3,0.0,0.0,0.0,0.0,1120,490,611,7.0,9.0,0.0,0.438,0.44,0.55
DAL,2014,POST,0.0,1.0,5.0,3.0,5.0,1.0,1.0,84.0,20.0,9.0,5.0,6.0,0,0.0,0.0,0.0,0.0,134,48,83,13.0,5.0,0.0,0.722,0.36,0.62
DAL,2014,REG,0.0,18.0,22.0,14.0,16.0,6.0,1.0,656.0,155.0,64.0,28.0,77.0,3,0.0,0.0,0.0,0.0,980,383,587,13.0,5.0,0.0,0.722,0.39,0.6
DEN,2014,POST,0.0,2.0,0.0,0.0,0.0,0.0,0.0,49.0,8.0,0.0,0.0,5.0,0,0.0,0.0,0.0,0.0,71,28,43,12.0,5.0,0.0,0.706,0.39,0.61
DEN,2014,REG,1.0,18.0,21.0,6.0,17.0,4.0,3.0,700.0,122.0,50.0,41.0,88.0,3,0.0,0.0,0.0,0.0,1034,345,684,12.0,5.0,0.0,0.706,0.33,0.66
DET,2014,POST,0.0,0.0,3.0,0.0,2.0,1.0,0.0,40.0,3.0,1.0,6.0,10.0,0,0.0,0.0,0.0,0.0,58,19,37,11.0,6.0,0.0,0.647,0.33,0.64
DET,2014,REG,1.0,20.0,21.0,9.0,13.0,8.0,2.0,681.0,111.0,19.0,42.0,112.0,2,0.0,0.0,0.0,0.0,986,344,631,11.0,6.0,0.0,0.647,0.35,0.64
GB,2014,POST,0.0,4.0,6.0,2.0,3.0,3.0,0.0,72.0,31.0,8.0,9.0,14.0,0,0.0,0.0,0.0,0.0,122,62,59,13.0,5.0,0.0,0.722,0.51,0.48
GB,2014,REG,1.0,18.0,19.0,8.0,13.0,6.0,1.0,678.0,182.0,88.0,41.0,90.0,4,0.0,0.0,0.0,0.0,1056,439,605,13.0,5.0,0.0,0.722,0.42,0.57
HOU,2014,REG,1.0,20.0,22.0,12.0,15.0,7.0,2.0,658.0,199.0,82.0,38.0,114.0,5,0.0,0.0,0.0,0.0,1080,407,657,9.0,7.0,0.0,0.562,0.38,0.61
IND,2014,POST,0.0,1.0,4.0,3.0,3.0,1.0,1.0,115.0,45.0,1.0,6.0,10.0,0,0.0,0.0,0.0,0.0,203,81,121,13.0,6.0,0.0,0.684,0.4,0.6
IND,2014,REG,0.0,12.0,28.0,14.0,20.0,8.0,0.0,643.0,157.0,36.0,41.0,83.0,2,0.0,0.0,0.0,0.0,1007,412,582,13.0,6.0,0.0,0.684,0.41,0.58
JAX,2014,REG,1.0,6.0,23.0,14.0,19.0,4.0,1.0,711.0,177.0,27.0,45.0,71.0,3,0.0,0.0,0.0,0.0,1085,481,584,3.0,13.0,0.0,0.188,0.44,0.54
KC,2014,REG,0.0,6.0,16.0,7.0,12.0,4.0,1.0,745.0,103.0,47.0,46.0,78.0,1,0.0,0.0,0.0,0.0,1025,420,591,9.0,7.0,0.0,0.562,0.41,0.58
LA,2014,REG,0.0,13.0,28.0,11.0,17.0,11.0,1.0,723.0,129.0,87.0,40.0,70.0,3,0.0,0.0,0.0,0.0,1006,410,579,6.0,10.0,0.0,0.375,0.41,0.58
