team,season,season_type,safety,interception,fumble,fumble_lost,fumble_forced,fumble_not_forced,fumble_out_of_bounds,solo_tackle,assist_tackle,tackle_with_assist,sack,qb_hit,def_touchdown,defensive_two_point_attempt,defensive_two_point_conv,defensive_extra_point_attempt,defensive_extra_point_conv,defense_snaps,rush_snaps,pass_snaps,win,loss,tie,win_pct,rush_pct,pass_pct
LAC,2014,REG,1.0,7.0,23.0,12.0,17.0,6.0,0.0,606.0,215.0,169.0,26.0,52.0,3,0.0,0.0,0.0,0.0,990,437,550,9.0,7.0,0.0,0.562,0.44,0.56
LV,2014,REG,0.0,9.0,15.0,5.0,10.0,5.0,0.0,690.0,150.0,62.0,22.0,56.0,1,0.0,0.0,0.0,0.0,1042,463,561,3.0,13.0,0.0,0.188,0.44,0.54
MIA,2014,REG,3.0,14.0,22.0,12.0,14.0,8.0,1.0,721.0,125.0,46.0,39.0,73.0,3,0.0,0.0,0.0,0.0,1031,443,576,8.0,8.0,0.0,0.5,0.43,0.56
MIN,2014,REG,0.0,13.0,14.0,6.0,9.0,5.0,2.0,701.0,143.0,28.0,41.0,89.0,3,0.0,0.0,0.0,0.0,1026,436,573,7.0,9.0,0.0,0.438,0.42,0.56
NE,2014,POST,0.0,5.0,1.0,0.0,1.0,0.0,1.0,115.0,26.0,2.0,3.0,13.0,0,0.0,0.0,0.0,0.0,178,75,102,15.0,4.0,0.0,0.789,0.42,0.57
NE,2014,REG,0.0,16.0,20.0,9.0,15.0,5.0,0.0,640.0,190.0,60.0,40.0,79.0,2,0.0,0.0,0.0,0.0,1037,407,617,15.0,4.0,0.0,0.789,0.39,0.59
NO,2014,REG,2.0,12.0,15.0,5.0,11.0,4.0,2.0,681.0,142.0,22.0,34.0,67.0,0,0.0,0.0,0.0,0.0,1026,432,579,7.0,9.0,0.0,0.438,0.42,0.56
NYG,2014,REG,0.0,17.0,25.0,11.0,16.0,9.0,1.0,605.0,215.0,156.0,47.0,92.0,1,0.0,0.0,0.0,0.0,1011,423,569,6.0,10.0,0.0,0.375,0.42,0.56
NYJ,2014,REG,1.0,6.0,19.0,8.0,8.0,11.0,1.0,566.0,244.0,134.0,45.0,96.0,0,0.0,0.0,0.0,0.0,976,377,579,4.0,12.0,0.0,0.25,0.39,0.59
PHI,2014,REG,0.0,12.0,30.0,17.0,24.0,6.0,0.0,759.0,129.0,40.0,49.0,77.0,4,0.0,0.0,0.0,0.0,1113,457,640,10.0,6.0,0.0,0.625,0.41,0.58
PIT,2014,POST,1.0,0.0,2.0,1.0,1.0,1.0,0.0,28.0,13.0,4.0,1.0,4.0,0,0.0,0.0,0.0,0.0,55,21,30,11.0,6.0,0.0,0.647,0.38,0.55
PIT,2014,REG,1.0,11.0,18.0,10.0,11.0,7.0,0.0,588.0,190.0,75.0,33.0,81.0,4,0.0,0.0,0.0,0.0,945,360,575,11.0,6.0,0.0,0.647,0.38,0.61
SEA,2014,POST,0.0,6.0,3.0,1.0,2.0,1.0,2.0,127.0,40.0,6.0,4.0,21.0,1,0.0,0.0,0.0,0.0,205,79,124,14.0,5.0,0.0,0.737,0.39,0.6
SEA,2014,REG,1.0,13.0,27.0,10.0,17.0,10.0,6.0,618.0,157.0,39.0,37.0,83.0,2,0.0,0.0,0.0,0.0,926,373,543,14.0,5.0,0.0,0.737,0.4,0.59
SF,2014,REG,0.0,23.0,16.0,7.0,11.0,6.0,0.0,669.0,123.0,63.0,36.0,79.0,3,0.0,0.0,0.0,0.0,989,390,584,8.0,8.0,0.0,0.5,0.39,0.59
TB,2014,REG,0.0,14.0,24.0,11.0,14.0,10.0,1.0,685.0,211.0,128.0,36.0,71.0,3,0.0,0.0,0.0,0.0,1070,453,597,2.0,14.0,0.0,0.125,0.42,0.56
TEN,2014,REG,1.0,12.0,9.0,5.0,6.0,3.0,1.0,736.0,148.0,9.0,39.0,65.0,2,0.0,0.0,0.0,0.0,1100,493,584,2.0,14.0,0.0,0.125,0.45,0.53
WAS,2014,REG,0.0,7.0,26.0,9.0,15.0,11.0,2.0,607.0,190.0,95.0,36.0,74.0,0,0.0,0.0,0.0,0.0,978,413,556,4.0,12.0,0.0,0.25,0.42,0.57
ARI,2015,POST,0.0,2.0,1.0,1.0,0.0,1.0,0.0,75.0,25.0,2.0,2.0,4.0,0,0.0,0.0,0.0,0.0,134,55,75,14.0,4.0,0.0,0.778,0.41,0.56
ARI,2015,REG,2.0,19.0,34.0,13.0,21.0,13.0,6.0,707.0,93.0,36.0,36.0,103.0,6,1.0,0.0,0.0,0.0,987,366,612,14.0,4.0,0.0,0.778,0.37,0.62
ATL,2015,REG,0.0,15.0,15.0,8.0,12.0,3.0,2.0,647.0,147.0,54.0,19.0,74.0,3,0.0,0.0,0.0,0.0,998,401,581,8.0,8.0,0.0,0.5,0.4,0.58
BAL,2015,REG,0.0,6.0,14.0,9.0,8.0,7.0,2.0,635.0,159.0,22.0,37.0,90.0,2,1.0,0.0,0.0,0.0,1005,407,585,5.0,11.0,0.0,0.312,0.4,0.58
BUF,2015,REG,1.0,17.0,16.0,9.0,9.0,7.0,2.0,598.0,173.0,100.0,21.0,75.0,3,0.0,0.0,0.0,0.0,1022,376,626,8.0,8.0,0.0,0.5,0.37,0.61
CAR,2015,POST,0.0,7.0,5.0,3.0,4.0,1.0,0.0,102.0,39.0,6.0,13.0,25.0,2,0.0,0.0,0.0,0.0,183,57,124,17.0,2.0,0.0,0.895,0.31,0.68
CAR,2015,REG,0.0,24.0,26.0,14.0,20.0,6.0,2.0,639.0,190.0,41.0,44.0,108.0,4,0.0,0.0,0.0,0.0,1062,363,691,17.0,2.0,0.0,0.895,0.34,0.65
CHI,2015,REG,0.0,8.0,14.0,7.0,7.0,7.0,1.0,679.0,109.0,37.0,35.0,91.0,0,0.0,0.0,0.0,0.0,980,421,546,6.0,10.0,0.0,0.375,0.43,0.56
CIN,2015,POST,0.0,1.0,2.0,1.0,2.0,0.0,1.0,48.0,8.0,0.0,4.0,8.0,0,0.0,0.0,0.0,0.0,70,29,41,12.0,5.0,0.0,0.706,0.41,0.59
CIN,2015,REG,0.0,21.0,11.0,6.0,10.0,1.0,1.0,703.0,167.0,27.0,42.0,106.0,1,0.0,0.0,0.0,0.0,1034,339,686,12.0,5.0,0.0,0.706,0.33,0.66
CLE,2015,REG,0.0,11.0,19.0,12.0,15.0,4.0,1.0,652.0,166.0,14.0,29.0,68.0,2,0.0,0.0,0.0,0.0,1002,445,541,3.0,13.0,0.0,0.188,0.44,0.54
DAL,2015,REG,1.0,8.0,11.0,3.0,5.0,6.0,1.0,604.0,206.0,84.0,31.0,75.0,1,0.0,0.0,0.0,0.0,999,441,538,4.0,12.0,0.0,0.25,0.44,0.54
DEN,2015,POST,0.0,3.0,7.0,4.0,7.0,0.0,0.0,117.0,32.0,13.0,14.0,31.0,1,1.0,0.0,0.0,0.0,212,62,148,15.0,4.0,0.0,0.789,0.29,0.7
DEN,2015,REG,1.0,14.0,24.0,11.0,19.0,5.0,3.0,683.0,121.0,27.0,52.0,119.0,5,1.0,0.0,0.0,0.0,1037,396,626,15.0,4.0,0.0,0.789,0.38,0.6
DET,2015,REG,2.0,9.0,25.0,10.0,17.0,8.0,2.0,708.0,123.0,36.0,43.0,101.0,2,0.0,0.0,0.0,0.0,1002,412,572,7.0,9.0,0.0,0.438,0.41,0.57
GB,2015,POST,0.0,2.0,4.0,1.0,3.0,1.0,0.0,81.0,23.0,6.0,9.0,16.0,0,0.0,0.0,0.0,0.0,133,36,96,11.0,7.0,0.0,0.611,0.27,0.72
GB,2015,REG,0.0,16.0,19.0,6.0,13.0,6.0,1.0,691.0,130.0,36.0,43.0,89.0,2,0.0,0.0,0.0,0.0,1016,417,593,11.0,7.0,0.0,0.611,0.41,0.58
HOU,2015,POST,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,20.0,10.0,3.0,4.0,0,0.0,0.0,0.0,0.0,62,35,25,9.0,8.0,0.0,0.529,0.56,0.4
HOU,2015,REG,0.0,14.0,18.0,9.0,14.0,4.0,1.0,613.0,182.0,66.0,45.0,102.0,3,0.0,0.0,0.0,0.0,988,374,599,9.0,8.0,0.0,0.529,0.38,0.61
IND,2015,REG,1.0,17.0,21.0,9.0,14.0,7.0,1.0,644.0,175.0,29.0,35.0,85.0,5,0.0,0.0,0.0,0.0,1074,439,619,8.0,8.0,0.0,0.5,0.41,0.58
JAX,2015,REG,0.0,9.0,19.0,9.0,15.0,4.0,1.0,721.0,133.0,22.0,36.0,71.0,3,0.0,0.0,0.0,0.0,1105,443,636,5.0,11.0,0.0,0.312,0.4,0.58
KC,2015,POST,0.0,4.0,2.0,1.0,2.0,0.0,0.0,64.0,22.0,7.0,3.0,3.0,0,0.0,0.0,0.0,0.0,118,34,79,12.0,6.0,0.0,0.667,0.29,0.67
KC,2015,REG,1.0,22.0,20.0,8.0,15.0,6.0,3.0,727.0,101.0,33.0,47.0,85.0,6,0.0,0.0,0.0,0.0,1043,379,656,12.0,6.0,0.0,0.667,0.36,0.63
LA,2015,REG,1.0,13.0,30.0,13.0,19.0,11.0,3.0,736.0,178.0,23.0,41.0,111.0,3,0.0,0.0,0.0,0.0,1094,437,636,7.0,9.0,0.0,0.438,0.4,0.58
LAC,2015,REG,0.0,11.0,15.0,9.0,9.0,6.0,0.0,605.0,161.0,114.0,32.0,72.0,1,0.0,0.0,0.0,0.0,962,406,542,4.0,12.0,0.0,0.25,0.42,0.56
LV,2015,REG,2.0,14.0,16.0,9.0,14.0,2.0,1.0,759.0,122.0,42.0,38.0,74.0,1,1.0,0.0,0.0,0.0,1091,398,684,7.0,9.0,0.0,0.438,0.36,0.63
MIA,2015,REG,0.0,13.0,14.0,4.0,9.0,5.0,2.0,722.0,153.0,39.0,31.0,86.0,3,0.0,0.0,0.0,0.0,1076,485,573,6.0,10.0,0.0,0.375,0.45,0.53
MIN,2015,POST,0.0,1.0,2.0,0.0,0.0,2.0,0.0,35.0,10.0,10.0,2.0,7.0,0,0.0,0.0,0.0,0.0,56,27,28,11.0,6.0,0.0,0.647,0.48,0.5
MIN,2015,REG,0.0,13.0,15.0,8.0,10.0,5.0,1.0,693.0,146.0,101.0,43.0,104.0,3,0.0,0.0,0.0,0.0,1018,401,604,11.0,6.0,0.0,0.647,0.39,0.59
NE,2015,POST,0.0,0.0,2.0,2.0,1.0,1.0,0.0,86.0,24.0,1.0,4.0,9.0,0,0.0,0.0,0.0,0.0,148,61,85,13.0,5.0,0.0,0.722,0.41,0.57
NE,2015,REG,1.0,12.0,27.0,11.0,22.0,5.0,6.0,628.0,193.0,70.0,49.0,91.0,2,0.0,0.0,0.0,0.0,1045,391,647,13.0,5.0,0.0,0.722,0.37,0.62
NO,2015,REG,0.0,9.0,28.0,14.0,19.0,9.0,0.0,658.0,167.0,33.0,31.0,62.0,1,2.0,1.0,0.0,0.0,1000,412,578,7.0,9.0,0.0,0.438,0.41,0.58
NYG,2015,REG,1.0,15.0,26.0,12.0,17.0,9.0,4.0,649.0,266.0,213.0,23.0,82.0,4,0.0,0.0,0.0,0.0,1107,430,660,6.0,10.0,0.0,0.375,0.39,0.6
NYJ,2015,REG,0.0,18.0,20.0,10.0,13.0,7.0,0.0,615.0,188.0,52.0,39.0,109.0,0,0.0,0.0,0.0,0.0,1013,362,640,10.0,6.0,0.0,0.625,0.36,0.63
PHI,2015,REG,1.0,15.0,21.0,9.0,17.0,4.0,3.0,748.0,151.0,39.0,37.0,80.0,4,0.0,0.0,0.0,0.0,1149,458,669,7.0,9.0,0.0,0.438,0.4,0.58
PIT,2015,POST,0.0,1.0,7.0,3.0,4.0,3.0,1.0,89.0,17.0,1.0,4.0,10.0,0,0.0,0.0,0.0,0.0,141,56,83,11.0,7.0,0.0,0.611,0.4,0.59
PIT,2015,REG,0.0,17.0,31.0,14.0,17.0,14.0,3.0,684.0,183.0,75.0,48.0,90.0,2,0.0,0.0,0.0,0.0,1058,372,673,11.0,7.0,0.0,0.611,0.35,0.64
SEA,2015,POST,0.0,0.0,2.0,1.0,2.0,0.0,0.0,76.0,35.0,12.0,4.0,7.0,0,0.0,0.0,0.0,0.0,120,65,50,11.0,7.0,0.0,0.611,0.54,0.42
SEA,2015,REG,0.0,14.0,20.0,10.0,18.0,2.0,4.0,612.0,174.0,16.0,37.0,99.0,3,0.0,0.0,0.0,0.0,950,352,587,11.0,7.0,0.0,0.611,0.37,0.62
SF,2015,REG,0.0,9.0,12.0,5.0,6.0,6.0,0.0,715.0,175.0,103.0,28.0,75.0,1,0.0,0.0,0.0,0.0,1085,478,579,5.0,11.0,0.0,0.312,0.44,0.53
TB,2015,REG,0.0,11.0,29.0,13.0,19.0,10.0,2.0,651.0,230.0,115.0,38.0,82.0,3,0.0,0.0,0.0,0.0,1046,447,578,6.0,10.0,0.0,0.375,0.43,0.55
TEN,2015,REG,0.0,11.0,15.0,6.0,9.0,6.0,0.0,642.0,149.0,10.0,39.0,66.0,2,0.0,0.0,0.0,0.0,1004,440,542,3.0,13.0,0.0,0.188,0.44,0.54
WAS,2015,POST,1.0,0.0,1.0,1.0,1.0,0.0,0.0,35.0,16.0,7.0,1.0,2.0,0,0.0,0.0,0.0,0.0,70,31,38,9.0,8.0,0.0,0.529,0.44,0.54
WAS,2015,REG,1.0,11.0,36.0,18.0,23.0,13.0,2.0,586.0,227.0,77.0,38.0,79.0,2,0.0,0.0,0.0,0.0,1012,402,605,9.0,8.0,0.0,0.529,0.4,0.6
ARI,2016,REG,2.0,14.0,28.0,12.0,21.0,7.0,3.0,720.0,114.0,31.0,48.0,99.0,3,0.0,0.0,0.0,0.0,1020,413,596,7.0,9.0,0.0,0.438,0.4,0.58
ATL,2016,POST,1.0,4.0,2.0,2.0,2.0,0.0,0.0,133.0,28.0,12.0,10.0,24.0,1,0.0,0.0,0.0,0.0,214,66,148,13.0,6.0,0.0,0.684,0.31,0.69
ATL,2016,REG,0.0,12.0,20.0,9.0,17.0,3.0,2.0,644.0,175.0,43.0,34.0,77.0,5,0.0,0.0,0.0,0.0,1068,362,691,13.0,6.0,0.0,0.684,0.34,0.65
BAL,2016,REG,0.0,18.0,27.0,11.0,15.0,12.0,5.0,622.0,167.0,30.0,31.0,80.0,1,1.0,1.0,0.0,0.0,996,374,607,8.0,8.0,0.0,0.5,0.38,0.61
BUF,2016,REG,0.0,12.0,18.0,6.0,11.0,7.0,2.0,588.0,239.0,137.0,39.0,76.0,3,0.0,0.0,0.0,0.0,1021,454,551,7.0,9.0,0.0,0.438,0.44,0.54
CAR,2016,REG,1.0,17.0,20.0,11.0,17.0,3.0,3.0,656.0,176.0,28.0,47.0,89.0,3,0.0,0.0,0.0,0.0,1041,365,663,6.0,10.0,0.0,0.375,0.35,0.64
CHI,2016,REG,1.0,8.0,13.0,4.0,10.0,3.0,2.0,683.0,136.0,60.0,37.0,73.0,2,0.0,0.0,0.0,0.0,1013,426,566,3.0,13.0,0.0,0.188,0.42,0.56
CIN,2016,REG,1.0,17.0,16.0,5.0,8.0,8.0,2.0,653.0,202.0,45.0,33.0,99.0,0,2.0,0.0,0.0,0.0,1040,401,625,6.0,10.0,0.0,0.375,0.39,0.6
CLE,2016,REG,0.0,10.0,10.0,2.0,6.0,4.0,1.0,662.0,182.0,25.0,26.0,78.0,1,1.0,0.0,0.0,0.0,1069,487,568,1.0,15.0,0.0,0.062,0.46,0.53
DAL,2016,POST,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40.0,6.0,0.0,3.0,5.0,0,0.0,0.0,0.0,0.0,63,17,46,13.0,4.0,0.0,0.765,0.27,0.73
DAL,2016,REG,0.0,9.0,25.0,10.0,17.0,8.0,2.0,636.0,183.0,66.0,36.0,85.0,0,2.0,0.0,0.0,0.0,1015,337,672,13.0,4.0,0.0,0.765,0.33,0.66
DEN,2016,REG,0.0,14.0,26.0,13.0,16.0,10.0,2.0,693.0,149.0,42.0,42.0,107.0,4,1.0,1.0,0.0,0.0,1079,469,594,9.0,7.0,0.0,0.562,0.43,0.55
DET,2016,POST,0.0,0.0,1.0,0.0,0.0,1.0,0.0,37.0,22.0,0.0,3.0,9.0,0,0.0,0.0,0.0,0.0,71,35,33,9.0,8.0,0.0,0.529,0.49,0.46
DET,2016,REG,2.0,10.0,11.0,5.0,8.0,3.0,2.0,662.0,139.0,53.0,26.0,67.0,1,0.0,0.0,0.0,0.0,967,375,577,9.0,8.0,0.0,0.529,0.39,0.6
GB,2016,POST,0.0,2.0,3.0,1.0,1.0,2.0,0.0,132.0,18.0,8.0,4.0,15.0,0,0.0,0.0,0.0,0.0,196,72,123,12.0,7.0,0.0,0.632,0.37,0.63
GB,2016,REG,0.0,17.0,16.0,8.0,10.0,6.0,0.0,666.0,136.0,61.0,40.0,81.0,0,0.0,0.0,0.0,0.0,992,370,612,12.0,7.0,0.0,0.632,0.37,0.62
HOU,2016,POST,0.0,5.0,4.0,1.0,2.0,2.0,0.0,72.0,22.0,10.0,5.0,11.0,0,0.0,0.0,0.0,0.0,136,45,88,10.0,8.0,0.0,0.556,0.33,0.65
HOU,2016,REG,1.0,11.0,16.0,6.0,7.0,9.0,1.0,615.0,170.0,46.0,31.0,87.0,1,0.0,0.0,0.0,0.0,951,388,554,10.0,8.0,0.0,0.556,0.41,0.58
IND,2016,REG,0.0,8.0,19.0,9.0,15.0,4.0,3.0,690.0,131.0,11.0,33.0,81.0,1,0.0,0.0,0.0,0.0,1027,398,616,8.0,8.0,0.0,0.5,0.39,0.6
JAX,2016,REG,0.0,7.0,19.0,7.0,9.0,10.0,1.0,699.0,106.0,28.0,33.0,73.0,1,0.0,0.0,0.0,0.0,1030,433,577,3.0,13.0,0.0,0.188,0.42,0.56
KC,2016,POST,0.0,1.0,0.0,0.0,0.0,0.0,0.0,39.0,15.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,66,31,32,12.0,5.0,0.0,0.706,0.47,0.48
KC,2016,REG,1.0,18.0,24.0,14.0,15.0,9.0,0.0,727.0,109.0,28.0,28.0,74.0,5,1.0,1.0,0.0,0.0,1067,428,627,12.0,5.0,0.0,0.706,0.4,0.59
LA,2016,REG,0.0,10.0,18.0,8.0,13.0,5.0,2.0,703.0,133.0,35.0,31.0,100.0,1,0.0,0.0,0.0,0.0,1039,409,613,4.0,12.0,0.0,0.25,0.39,0.59
LAC,2016,REG,1.0,18.0,15.0,10.0,12.0,3.0,1.0,655.0,155.0,92.0,35.0,85.0,5,0.0,0.0,0.0,0.0,1028,397,616,5.0,11.0,0.0,0.312,0.39,0.6
LV,2016,POST,0.0,0.0,1.0,0.0,0.0,1.0,0.0,48.0,13.0,8.0,0.0,0.0,0,0.0,0.0,0.0,0.0,69,42,25,12.0,5.0,0.0,0.706,0.61,0.36
LV,2016,REG,0.0,16.0,25.0,12.0,20.0,5.0,3.0,669.0,131.0,54.0,25.0,78.0,1,1.0,0.0,0.0,0.0,993,413,568,12.0,5.0,0.0,0.706,0.42,0.57
MIA,2016,POST,0.0,2.0,0.0,0.0,0.0,0.0,0.0,27.0,20.0,14.0,1.0,2.0,0,0.0,0.0,0.0,0.0,54,33,19,10.0,7.0,0.0,0.588,0.61,0.35
MIA,2016,REG,0.0,16.0,27.0,11.0,17.0,10.0,1.0,645.0,225.0,48.0,33.0,91.0,1,1.0,1.0,0.0,0.0,1092,449,626,10.0,7.0,0.0,0.588,0.41,0.57
MIN,2016,REG,1.0,14.0,24.0,13.0,15.0,9.0,1.0,649.0,162.0,9.0,41.0,111.0,4,0.0,0.0,0.0,0.0,995,401,587,8.0,8.0,0.0,0.5,0.4,0.59
NE,2016,POST,0.0,4.0,2.0,2.0,2.0,0.0,0.0,108.0,41.0,3.0,8.0,17.0,0,0.0,0.0,0.0,0.0,180,61,118,17.0,2.0,0.0,0.895,0.34,0.66
NE,2016,REG,3.0,13.0,29.0,11.0,17.0,12.0,1.0,616.0,195.0,22.0,34.0,72.0,0,0.0,0.0,0.0,0.0,1001,365,631,17.0,2.0,0.0,0.895,0.36,0.63
NO,2016,REG,1.0,9.0,19.0,13.0,11.0,8.0,1.0,653.0,156.0,57.0,30.0,101.0,0,0.0,0.0,0.0,0.0,1012,382,612,7.0,9.0,0.0,0.438,0.38,0.6
NYG,2016,POST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,11.0,5.0,5.0,3.0,0,0.0,0.0,0.0,0.0,70,24,45,11.0,6.0,0.0,0.647,0.34,0.64
NYG,2016,REG,0.0,17.0,23.0,9.0,14.0,9.0,1.0,584.0,255.0,193.0,35.0,81.0,3,0.0,0.0,0.0,0.0,1063,388,661,11.0,6.0,0.0,0.647,0.37,0.62
NYJ,2016,REG,0.0,8.0,22.0,5.0,12.0,11.0,5.0,599.0,171.0,26.0,27.0,73.0,0,0.0,0.0,0.0,0.0,1002,404,572,5.0,11.0,0.0,0.312,0.4,0.57
PHI,2016,REG,1.0,16.0,21.0,9.0,14.0,7.0,2.0,609.0,141.0,35.0,34.0,87.0,3,0.0,0.0,0.0,0.0,979,374,587,7.0,9.0,0.0,0.438,0.38,0.6
PIT,2016,POST,0.0,2.0,4.0,3.0,3.0,1.0,0.0,114.0,40.0,14.0,8.0,16.0,0,0.0,0.0,0.0,0.0,184,59,121,13.0,6.0,0.0,0.684,0.32,0.66
PIT,2016,REG,1.0,13.0,21.0,8.0,15.0,6.0,1.0,597.0,193.0,103.0,38.0,89.0,1,0.0,0.0,0.0,0.0,1001,364,631,13.0,6.0,0.0,0.684,0.36,0.63
SEA,2016,POST,0.0,0.0,2.0,0.0,1.0,1.0,0.0,74.0,20.0,2.0,6.0,13.0,0,0.0,0.0,0.0,0.0,119,41,75,12.0,6.0,0.0,0.667,0.34,0.63
SEA,2016,REG,1.0,11.0,18.0,8.0,15.0,3.0,2.0,591.0,241.0,27.0,42.0,98.0,1,0.0,0.0,0.0,0.0,1024,433,580,12.0,6.0,0.0,0.667,0.42,0.57
SF,2016,REG,1.0,10.0,23.0,12.0,15.0,8.0,3.0,712.0,177.0,83.0,33.0,74.0,0,0.0,0.0,0.0,0.0,1103,531,551,2.0,14.0,0.0,0.125,0.48,0.5
TB,2016,REG,1.0,17.0,22.0,10.0,17.0,5.0,3.0,685.0,135.0,82.0,38.0,80.0,4,0.0,0.0,0.0,0.0,1018,418,589,9.0,7.0,0.0,0.562,0.41,0.58
TEN,2016,REG,0.0,12.0,11.0,4.0,5.0,6.0,1.0,662.0,123.0,24.0,40.0,92.0,1,0.0,0.0,0.0,0.0,1034,345,675,9.0,7.0,0.0,0.562,0.33,0.65
WAS,2016,REG,0.0,13.0,21.0,8.0,15.0,6.0,0.0,649.0,203.0,92.0,38.0,92.0,0,0.0,0.0,0.0,0.0,1052,417,626,9.0,7.0,0.0,0.562,0.4,0.6
ARI,2017,REG,0.0,15.0,20.0,6.0,17.0,3.0,1.0,713.0,112.0,34.0,37.0,94.0,2,0.0,0.0,0.0,0.0,1014,402,603,8.0,8.0,0.0,0.5,0.4,0.59
ATL,2017,POST,0.0,0.0,4.0,2.0,2.0,2.0,0.0,90.0,10.0,2.0,4.0,10.0,0,0.0,0.0,0.0,0.0,127,45,79,11.0,7.0,0.0,0.611,0.35,0.62
ATL,2017,REG,0.0,8.0,20.0,7.0,14.0,6.0,0.0,643.0,169.0,33.0,39.0,79.0,2,0.0,0.0,0.0,0.0,996,389,589,11.0,7.0,0.0,0.611,0.39,0.59
BAL,2017,REG,0.0,22.0,22.0,12.0,16.0,6.0,2.0,717.0,114.0,18.0,41.0,96.0,5,0.0,0.0,0.0,0.0,1047,427,608,9.0,7.0,0.0,0.562,0.41,0.58
BUF,2017,POST,0.0,0.0,2.0,0.0,1.0,1.0,0.0,36.0,13.0,3.0,2.0,5.0,0,0.0,0.0,0.0,0.0,59,33,24,9.0,8.0,0.0,0.529,0.56,0.41
BUF,2017,REG,0.0,18.0,23.0,6.0,15.0,8.0,1.0,646.0,224.0,113.0,27.0,71.0,3,1.0,0.0,0.0,0.0,1068,444,600,9.0,8.0,0.0,0.529,0.42,0.56
CAR,2017,POST,0.0,1.0,2.0,0.0,2.0,0.0,1.0,41.0,3.0,0.0,1.0,4.0,0,0.0,0.0,0.0,0.0,56,21,34,11.0,6.0,0.0,0.647,0.38,0.61
CAR,2017,REG,0.0,10.0,18.0,12.0,15.0,3.0,1.0,593.0,169.0,21.0,50.0,98.0,1,0.0,0.0,0.0,0.0,955,343,597,11.0,6.0,0.0,0.647,0.36,0.63
CHI,2017,REG,1.0,8.0,17.0,13.0,14.0,3.0,2.0,701.0,123.0,21.0,42.0,98.0,3,0.0,0.0,0.0,0.0,1004,415,572,5.0,11.0,0.0,0.312,0.41,0.57
CIN,2017,REG,0.0,11.0,13.0,5.0,5.0,8.0,2.0,714.0,186.0,17.0,41.0,95.0,3,0.0,0.0,0.0,0.0,1091,482,600,7.0,9.0,0.0,0.438,0.44,0.55
CLE,2017,REG,0.0,7.0,27.0,8.0,16.0,11.0,6.0,663.0,185.0,30.0,34.0,76.0,1,0.0,0.0,0.0,0.0,1028,449,559,0.0,16.0,0.0,0.0,0.44,0.54
